epoch,split,query_idx,h,r,t,rank,is_reciprocal
3,val,174,99,1,71,1,0
3,val,175,1196,1,541,5,0
3,val,176,979,1,1773,2215,0
3,val,177,547,0,383,6,0
3,val,178,556,1,2074,14,0
3,val,179,875,1,2364,10,0
3,val,180,2550,0,2687,51,0
3,val,181,148,1,55,4,0
3,val,182,1180,0,1631,230,0
3,val,183,344,1,230,2,0
3,val,184,1099,1,2195,387,0
3,val,185,1035,1,2069,1066,0
3,val,186,595,1,2664,573,0
3,val,187,234,1,233,12,0
3,val,188,19,1,662,26,0
3,val,189,1620,2,997,1579,0
3,val,190,1794,0,480,398,0
3,val,191,2641,1,454,5,0
3,val,192,2026,1,459,1,0
3,val,193,371,1,1691,177,0
3,val,194,531,1,1671,799,0
3,val,195,1829,1,525,67,0
3,val,196,601,1,221,1,0
3,val,197,1916,1,1161,11,0
3,val,198,618,1,417,531,0
3,val,199,263,0,2226,1260,0
3,val,200,938,1,2559,169,0
3,val,201,2412,0,62,9,0
3,val,202,809,1,1005,1193,0
3,val,203,1753,0,1174,76,0
3,val,204,277,1,445,1447,0
3,val,205,1432,0,2087,538,0
3,val,206,1994,1,187,115,0
3,val,207,68,4,1601,1536,0
3,val,208,2580,0,1074,2744,0
3,val,209,683,1,198,523,0
3,val,210,2434,0,634,1141,0
3,val,211,1756,1,836,1,0
3,val,212,62,4,1624,2224,0
3,val,213,653,1,652,179,0
3,val,214,455,1,454,5,0
3,val,215,1952,1,1494,1,0
3,val,216,832,1,1325,381,0
3,val,217,2589,0,377,1607,0
3,val,218,2419,0,1197,752,0
3,val,219,1928,1,1533,719,0
3,val,220,1008,1,668,604,0
3,val,221,1755,1,307,385,0
3,val,222,250,1,429,1,0
3,val,223,602,1,595,935,0
3,val,224,1184,0,1682,310,0
3,val,225,1256,1,54,1,0
3,val,226,480,0,1199,131,0
3,val,227,1171,1,855,4,0
3,val,228,2616,4,456,1637,0
3,val,229,963,0,479,9,0
3,val,230,435,1,1684,457,0
3,val,231,2427,1,32,2,0
3,val,232,2399,1,2543,798,0
3,val,233,2344,1,225,275,0
3,val,234,1449,1,2381,243,0
3,val,235,2284,1,1505,2,0
3,val,236,881,0,110,205,0
3,val,237,330,5,1783,1519,0
3,val,238,585,1,2508,974,0
3,val,239,1969,0,51,1373,0
3,val,240,223,5,1306,1341,0
3,val,241,2637,0,1724,1532,0
3,val,242,672,1,345,223,0
3,val,243,912,1,1933,800,0
3,val,244,29,1,1485,381,0
3,val,245,699,0,2452,1584,0
3,val,246,791,4,2343,39,0
3,val,247,2444,2,514,91,0
3,val,248,183,0,401,1065,0
3,val,249,380,0,1729,951,0
3,val,250,997,1,1707,43,0
3,val,251,312,0,983,59,0
3,val,252,546,4,620,968,0
3,val,253,1366,1,2507,445,0
3,val,254,371,0,1357,1503,0
3,val,255,390,1,881,1,0
3,val,256,106,1,268,274,0
3,val,257,941,1,2144,1221,0
3,val,258,114,0,692,1182,0
3,val,259,687,0,2496,505,0
3,val,260,133,1,261,173,0
3,val,261,659,0,143,1,0
3,val,262,783,0,1049,1954,0
3,val,263,612,0,88,1699,0
3,val,264,1705,1,39,41,0
3,val,265,1826,1,962,85,0
3,val,266,25,1,24,1,0
3,val,267,1255,4,2604,578,0
3,val,268,1348,0,1596,1816,0
3,val,269,2250,1,2249,694,0
3,val,270,1420,1,853,163,0
3,val,271,2056,1,2220,1587,0
3,val,272,103,0,344,748,0
3,val,273,2231,0,888,282,0
3,val,274,595,0,1347,1746,0
3,val,275,39,1,366,578,0
3,val,276,1165,0,1186,603,0
3,val,277,674,1,673,2,0
3,val,278,1402,1,1611,1,0
3,val,279,528,0,1199,126,0
3,val,280,1104,1,1857,1839,0
3,val,281,1266,0,545,257,0
3,val,282,2695,0,1,281,0
3,val,283,868,4,2458,582,0
3,val,284,1654,1,158,199,0
3,val,285,940,1,939,2297,0
3,val,286,192,1,453,213,0
3,val,287,115,1,336,6,0
3,val,288,450,0,1631,225,0
3,val,289,1367,1,2525,1421,0
3,val,290,239,0,2304,1934,0
3,val,291,713,1,83,1865,0
3,val,292,569,2,1906,52,0
3,val,293,1191,1,29,1,0
3,val,294,112,0,2256,1485,0
3,val,295,1494,1,1299,1325,0
3,val,296,1753,1,583,16,0
3,val,297,2185,1,586,2349,0
3,val,298,1281,1,2301,1434,0
3,val,299,1259,1,212,1473,0
3,val,300,971,1,991,5,0
3,val,301,85,1,469,322,0
3,val,302,2514,0,357,20,0
3,val,303,986,1,1814,789,0
3,val,304,1367,1,971,1,0
3,val,305,401,1,1060,62,0
3,val,306,2549,0,2658,143,0
3,val,307,1621,2,1620,1256,0
3,val,308,474,4,2146,902,0
3,val,309,2564,0,371,20,0
3,val,310,2608,0,141,1,0
3,val,311,1609,1,25,3,0
3,val,312,1974,0,1199,135,0
3,val,313,2624,1,2122,1546,0
3,val,314,2338,0,1217,14,0
3,val,315,339,0,383,6,0
3,val,316,2207,1,2013,2091,0
3,val,317,116,1,115,176,0
3,val,318,2370,1,2369,1285,0
3,val,319,1574,1,328,40,0
3,val,320,717,5,472,1353,0
3,val,321,1566,1,960,1,0
3,val,322,807,5,1373,1587,0
3,val,323,2220,1,2056,2027,0
3,val,324,2008,1,2489,1697,0
3,val,325,1057,1,598,1,0
3,val,326,147,1,146,1986,0
3,val,327,2547,0,1732,2317,0
3,val,328,1037,1,189,2442,0
3,val,329,1489,1,1708,3,0
3,val,330,826,1,1523,41,0
3,val,331,719,2,81,629,0
3,val,332,1030,1,1029,15,0
3,val,333,1992,1,687,30,0
3,val,334,936,1,2181,509,0
3,val,335,2644,0,1066,1860,0
3,val,336,1939,1,551,1945,0
3,val,337,1054,1,2607,1647,0
3,val,338,1024,1,1284,2,0
3,val,339,791,4,2223,962,0
3,val,340,1092,1,2132,553,0
3,val,341,598,1,2020,6,0
3,val,342,1065,1,388,2,0
3,val,343,997,2,1620,2484,0
3,val,344,146,1,2401,1179,0
3,val,345,689,5,971,398,0
3,val,346,2388,0,1358,96,0
3,val,347,1328,1,2600,849,0
3,val,348,918,5,2674,720,0
3,val,349,2511,1,1423,234,0
3,val,350,2144,1,2143,2441,0
3,val,351,1097,2,891,2498,0
3,val,352,2085,2,1834,414,0
3,val,353,1877,0,2056,1885,0
3,val,354,1127,0,2467,630,0
3,val,355,2482,1,2481,27,0
3,val,356,83,1,1551,38,0
3,val,357,666,0,164,50,0
3,val,358,1635,1,1167,828,0
3,val,359,416,1,530,7,0
3,val,360,1294,0,1634,1837,0
3,val,361,595,1,594,802,0
3,val,362,2665,1,741,458,0
3,val,363,538,0,1211,444,0
3,val,364,23,1,258,4,0
3,val,365,151,1,2606,313,0
3,val,366,779,0,2692,558,0
3,val,367,1734,5,518,943,0
3,val,368,991,1,150,1,0
3,val,369,458,1,1641,1,0
3,val,370,1551,1,83,2277,0
3,val,371,2680,1,126,6,0
3,val,372,910,0,377,1610,0
3,val,373,1032,2,514,131,0
3,val,374,2115,4,2079,413,0
3,val,375,1984,1,2688,689,0
3,val,376,963,5,221,1802,0
3,val,377,145,0,2347,1523,0
3,val,378,1203,0,1437,1769,0
3,val,379,499,4,1545,9,0
3,val,380,1679,0,834,29,0
3,val,381,51,1,1265,86,0
3,val,382,664,3,2201,293,0
3,val,383,2123,0,2157,433,0
3,val,384,217,0,832,1006,0
3,val,385,2514,1,4,1,0
3,val,386,1623,1,1775,536,0
3,val,387,595,1,602,1651,0
3,val,388,868,4,499,247,0
3,val,389,1225,1,790,2,0
3,val,390,1583,4,1959,56,0
3,val,391,425,0,634,1148,0
3,val,392,243,0,62,11,0
3,val,393,523,1,875,6,0
3,val,394,2662,1,1930,43,0
3,val,395,385,1,85,1941,0
3,val,396,714,1,858,1,0
3,val,397,2638,1,95,17,0
3,val,398,1397,1,1177,29,0
3,val,399,2657,1,1814,2372,0
3,val,400,1953,1,2013,1641,0
3,val,401,371,1,2036,57,0
3,val,402,2696,1,176,1,0
3,val,403,2456,1,2260,1579,0
3,val,404,1546,0,1,333,0
3,val,405,992,3,1888,5,0
3,val,406,2122,1,2624,122,0
3,val,407,222,1,963,15,0
3,val,408,875,1,1828,277,0
3,val,409,462,1,172,2028,0
3,val,410,659,1,658,7,0
3,val,411,646,4,2360,77,0
3,val,412,655,4,2184,782,0
3,val,413,829,1,23,1,0
3,val,414,2195,1,1099,1674,0
3,val,415,1963,1,1299,152,0
3,val,416,2197,1,45,853,0
3,val,417,2015,0,1348,706,0
3,val,418,616,1,1647,130,0
3,val,419,60,1,2702,331,0
3,val,420,2433,0,930,192,0
3,val,421,2014,0,328,30,0
3,val,422,2673,1,545,11,0
3,val,423,1262,4,1694,338,0
3,val,424,32,0,2518,1157,0
3,val,425,1045,1,1044,66,0
3,val,426,158,1,138,1,0
3,val,427,2257,1,269,1,0
3,val,428,1388,0,1239,202,0
3,val,429,1898,0,625,1750,0
3,val,430,541,1,1196,7,0
3,val,431,2434,1,2301,1234,0
3,val,432,990,1,2473,2132,0
3,val,433,912,1,462,1452,0
3,val,434,611,1,2103,3,0
3,val,435,799,1,1570,175,0
3,val,436,1757,0,1957,1487,0
3,val,437,898,1,1256,34,0
3,val,438,77,0,240,2708,0
3,val,439,1717,1,1825,661,0
3,val,440,2418,1,768,2,0
3,val,441,952,1,1769,1432,0
3,val,442,1059,1,1317,1,0
3,val,443,1028,1,1444,969,0
3,val,444,1689,1,1338,2679,0
3,val,445,1437,1,1157,4,0
3,val,446,2679,1,4,10,0
3,val,447,205,1,28,45,0
3,val,448,376,0,1357,1859,0
3,val,449,2058,0,789,1373,0
3,val,450,1988,5,1569,1948,0
3,val,451,2231,1,1578,4,0
3,val,452,377,0,1456,109,0
3,val,453,1060,1,673,1,0
3,val,454,1299,1,1963,6,0
3,val,455,2033,0,2620,1101,0
3,val,456,1590,1,472,82,0
3,val,457,419,1,418,1836,0
3,val,458,1193,1,2096,1815,0
3,val,459,1393,1,242,15,0
3,val,460,746,1,1399,1,0
3,val,461,2153,1,863,11,0
3,val,462,1176,5,2693,169,0
3,val,463,2119,1,579,1,0
3,val,464,882,1,467,5,0
3,val,465,2646,0,1154,1753,0
3,val,466,467,1,1899,377,0
3,val,467,523,1,522,91,0
3,val,468,20,1,311,1336,0
3,val,469,211,1,210,7,0
3,val,470,2638,0,478,926,0
3,val,471,1640,5,2065,928,0
3,val,472,2389,5,359,674,0
3,val,473,991,1,1213,1,0
3,val,474,196,1,1902,1,0
3,val,475,557,1,2073,64,0
3,val,476,980,0,401,758,0
3,val,477,1260,1,1975,6,0
3,val,478,2074,0,2391,1293,0
3,val,479,509,0,1586,2427,0
3,val,480,1236,1,380,6,0
3,val,481,2573,0,94,66,0
3,val,482,1641,0,879,1269,0
3,val,483,1293,1,2307,26,0
3,val,484,211,1,559,1,0
3,val,485,18,1,1321,125,0
3,val,486,471,0,1461,1105,0
3,val,487,608,1,69,1,0
3,val,488,1245,0,1050,2504,0
3,val,489,97,1,2708,70,0
3,val,490,1931,0,733,1789,0
3,val,491,1351,0,1853,291,0
3,val,492,209,1,242,2,0
3,val,493,2368,0,569,2,0
3,val,494,984,0,135,1493,0
3,val,495,213,0,879,1287,0
3,val,496,2451,1,21,2296,0
3,val,497,2553,0,794,1607,0
3,val,498,482,1,481,2345,0
3,val,499,2202,3,2348,1574,0
3,val,500,1496,5,942,202,0
3,val,501,2334,1,141,1,0
3,val,502,1703,1,1702,721,0
3,val,503,2024,1,294,48,0
3,val,504,2614,0,565,2474,0
3,val,505,230,1,370,1,0
3,val,506,2324,1,253,365,0
3,val,507,378,1,1157,46,0
3,val,508,1634,1,2084,2315,0
3,val,509,2382,1,1591,2104,0
3,val,510,514,2,513,1797,0
3,val,511,1859,5,1171,255,0
3,val,512,333,1,1626,2381,0
3,val,513,1697,4,1730,340,0
3,val,514,1243,2,597,1744,0
3,val,515,18,1,2707,160,0
3,val,516,2179,0,457,2312,0
3,val,517,2213,0,1971,1357,0
3,val,518,1418,1,1074,2447,0
3,val,519,791,4,2380,824,0
3,val,520,867,2,1032,1928,0
3,val,521,202,1,1202,12,0
3,val,522,1896,0,135,1400,0
3,val,523,48,0,2214,623,0
3,val,524,2459,1,45,807,0
3,val,525,2452,0,2349,1000,0
3,val,526,1490,1,2116,253,0
3,val,527,2188,0,1186,912,0
3,val,528,327,1,2495,2079,0
3,val,529,2279,0,403,1715,0
3,val,530,2420,1,1161,32,0
3,val,531,1088,7,1087,26,0
3,val,532,2292,0,1358,94,0
3,val,533,1662,1,31,1,0
3,val,534,1080,1,725,146,0
3,val,535,453,1,685,359,0
3,val,536,1579,1,844,369,0
3,val,537,1501,1,1072,4,0
3,val,538,715,1,954,1682,0
3,val,539,2102,1,1034,250,0
3,val,540,2688,0,1436,835,0
3,val,541,1620,2,438,1376,0
3,val,542,222,0,2533,1720,0
3,val,543,2696,0,2323,1120,0
3,val,544,757,1,1832,1000,0
3,val,545,2374,1,810,28,0
3,val,546,1291,4,1409,496,0
3,val,547,1565,5,926,1153,0
3,val,548,2670,0,1950,376,0
3,val,549,79,2,984,171,0
3,val,550,718,5,717,2441,0
3,val,551,1356,0,879,1075,0
3,val,552,427,5,390,26,0
3,val,553,12,1,2431,1150,0
3,val,554,1500,1,2694,797,0
3,val,555,422,1,621,41,0
3,val,556,912,1,64,12,0
3,val,557,1373,5,807,370,0
3,val,558,941,5,2153,1308,0
3,val,559,1612,0,432,1312,0
3,val,560,1544,1,1249,103,0
3,val,561,223,1,2088,510,0
3,val,562,84,1,1552,12,0
3,val,563,2135,0,38,711,0
3,val,564,700,2,2427,776,0
3,val,565,2655,1,2398,2508,0
3,val,566,91,2,770,805,0
3,val,567,1444,1,1443,51,0
3,val,568,2115,4,1880,1309,0
3,val,569,1135,1,174,3,0
3,val,570,253,1,2324,1,0
3,val,571,290,0,452,755,0
3,val,572,2673,5,1401,2111,0
3,val,573,724,1,169,74,0
3,val,574,2485,0,18,128,0
3,val,575,2221,1,2536,2074,0
3,val,576,1392,1,1380,5,0
3,val,577,1830,1,1746,1076,0
3,val,578,2031,0,2663,452,0
3,val,579,1941,4,2612,377,0
3,val,580,2297,4,2449,647,0
3,val,581,2437,1,662,117,0
3,val,582,176,1,2321,559,0
3,val,583,546,4,2022,612,0
3,val,584,1890,1,943,830,0
3,val,585,1624,0,791,26,0
3,val,586,1991,1,990,1,0
3,val,587,361,0,2323,1114,0
3,val,588,1248,0,230,9,0
3,val,589,21,1,2451,1322,0
3,val,590,1941,0,240,2666,0
3,val,591,629,1,2060,41,0
3,val,592,1824,0,2260,1854,0
3,val,593,1473,1,813,155,0
3,val,594,136,0,222,99,0
3,val,595,597,2,1243,2666,0
3,val,596,708,1,1863,329,0
3,val,597,42,4,483,70,0
3,val,598,1593,1,543,14,0
3,val,599,696,0,1216,79,0
3,val,600,1190,1,1189,1570,0
3,val,601,372,0,983,63,0
3,val,602,23,1,829,1,0
3,val,603,8,5,309,94,0
3,val,604,1424,1,659,1860,0
3,val,605,2124,1,1790,80,0
3,val,606,2222,1,1104,19,0
3,val,607,1338,1,2588,351,0
3,val,608,2335,1,143,1,0
3,val,609,1973,0,833,1138,0
3,val,610,765,1,764,2609,0
3,val,611,1383,0,1922,273,0
3,val,612,691,0,2015,161,0
3,val,613,910,1,122,18,0
3,val,614,2267,1,972,456,0
3,val,615,1145,0,401,1067,0
3,val,616,751,0,983,63,0
3,val,617,176,1,1837,891,0
3,val,618,815,2,355,2031,0
3,val,619,983,0,64,55,0
3,val,620,999,4,2493,327,0
3,val,621,2023,1,1647,1147,0
3,val,622,2294,3,1214,1566,0
3,val,623,376,1,736,730,0
3,val,624,1370,1,174,8,0
3,val,625,875,1,963,2,0
3,val,626,1171,5,1859,227,0
3,val,627,104,1,1726,11,0
3,val,628,2710,1,1281,51,0
3,val,629,1132,1,1116,8,0
3,val,630,2209,10,1026,2017,1
3,val,631,31,10,2313,1232,1
3,val,632,1958,13,474,247,1
3,val,633,211,10,1751,7,1
3,val,634,395,10,1136,1712,1
3,val,635,997,11,66,562,1
3,val,636,953,10,1196,1,1
3,val,637,577,9,2025,125,1
3,val,638,86,14,1168,1007,1
3,val,639,79,10,2424,266,1
3,val,640,34,10,53,3,1
3,val,641,930,10,810,33,1
3,val,642,810,9,2411,1,1
3,val,643,2625,15,2386,888,1
3,val,644,1900,10,140,2232,1
3,val,645,2078,9,434,791,1
3,val,646,2166,9,2515,2063,1
3,val,647,676,10,1474,630,1
3,val,648,923,10,918,2,1
3,val,649,1098,10,552,433,1
3,val,650,849,10,2582,852,1
3,val,651,49,10,1397,1,1
3,val,652,662,10,2504,1538,1
3,val,653,1389,10,2311,5,1
3,val,654,380,14,381,2044,1
3,val,655,1862,10,1863,947,1
3,val,656,1399,10,2104,183,1
3,val,657,2633,11,1765,1853,1
3,val,658,11,9,1722,2321,1
3,val,659,2457,10,1338,2529,1
3,val,660,42,12,2022,369,1
3,val,661,976,10,312,322,1
3,val,662,1809,9,2639,64,1
3,val,663,23,10,2133,1,1
3,val,664,357,10,396,20,1
3,val,665,1656,13,1185,1614,1
3,val,666,1217,9,2619,1018,1
3,val,667,1270,10,2602,1079,1
3,val,668,1830,11,79,14,1
3,val,669,25,10,952,1028,1
3,val,670,519,9,906,1290,1
3,val,671,1861,11,79,14,1
3,val,672,430,9,93,910,1
3,val,673,918,14,2674,695,1
3,val,674,143,9,1865,134,1
3,val,675,1836,10,826,829,1
3,val,676,2243,10,1205,1815,1
3,val,677,1431,10,1432,53,1
3,val,678,1018,9,1895,364,1
3,val,679,1149,11,1202,551,1
3,val,680,2300,10,34,7,1
3,val,681,173,10,1087,281,1
3,val,682,2512,10,285,2540,1
3,val,683,1806,10,943,257,1
3,val,684,1068,10,150,36,1
3,val,685,399,9,1123,869,1
3,val,686,2115,13,317,1060,1
3,val,687,2013,10,363,90,1
3,val,688,143,9,1429,148,1
3,val,689,230,9,2497,1750,1
3,val,690,256,9,1930,817,1
3,val,691,620,10,2581,2260,1
3,val,692,936,10,751,2,1
3,val,693,583,10,2012,34,1
3,val,694,1771,10,2653,369,1
3,val,695,1600,9,413,1169,1
3,val,696,334,10,12,11,1
3,val,697,2132,14,671,231,1
3,val,698,2655,10,2398,2531,1
3,val,699,1467,13,2413,633,1
3,val,700,249,12,287,1039,1
3,val,701,2054,10,1859,110,1
3,val,702,140,10,1900,915,1
3,val,703,10,10,327,29,1
3,val,704,1806,10,862,1745,1
3,val,705,2273,10,2614,1955,1
3,val,706,225,10,1770,351,1
3,val,707,1260,10,1975,16,1
3,val,708,409,10,459,4,1
3,val,709,2516,9,1796,2334,1
3,val,710,102,10,54,2,1
3,val,711,810,9,5,923,1
3,val,712,62,10,2561,2369,1
3,val,713,2142,10,797,90,1
3,val,714,2154,9,2299,1734,1
3,val,715,1722,10,8,1,1
3,val,716,1087,10,173,2324,1
3,val,717,803,9,114,2012,1
3,val,718,847,10,848,1109,1
3,val,719,1538,10,537,1100,1
3,val,720,1502,9,871,709,1
3,val,721,1790,9,1391,1915,1
3,val,722,271,10,329,140,1
3,val,723,426,10,427,124,1
3,val,724,665,10,295,935,1
3,val,725,439,10,1705,1042,1
3,val,726,561,9,1860,2179,1
3,val,727,1765,11,764,1842,1
3,val,728,2599,10,1016,8,1
3,val,729,1075,10,641,102,1
3,val,730,932,9,139,473,1
3,val,731,12,9,2421,1555,1
3,val,732,151,10,452,150,1
3,val,733,1613,14,1472,1299,1
3,val,734,1621,11,997,1644,1
3,val,735,978,10,1230,138,1
3,val,736,29,10,1280,1016,1
3,val,737,1504,10,2092,2203,1
3,val,738,1319,10,2455,552,1
3,val,739,211,10,2255,2,1
3,val,740,767,13,77,792,1
3,val,741,1952,10,150,1,1
3,val,742,2187,10,637,4,1
3,val,743,981,10,35,207,1
3,val,744,1235,9,1428,1520,1
3,val,745,928,13,1148,476,1
3,val,746,843,10,1056,451,1
3,val,747,1348,9,1230,2247,1
3,val,748,879,10,79,2,1
3,val,749,554,10,2519,2018,1
3,val,750,283,9,631,566,1
3,val,751,1945,10,564,329,1
3,val,752,1136,10,1137,1081,1
3,val,753,1641,9,738,2070,1
3,val,754,1190,10,2472,2213,1
3,val,755,347,10,1245,2,1
3,val,756,64,10,672,30,1
3,val,757,1854,10,233,822,1
3,val,758,1964,10,1965,2282,1
3,val,759,1661,9,1415,924,1
3,val,760,237,10,238,5,1
3,val,761,941,10,1999,1337,1
3,val,762,969,9,2196,1416,1
3,val,763,1488,10,2384,2146,1
3,val,764,912,10,462,1377,1
3,val,765,957,12,1896,295,1
3,val,766,849,10,1722,20,1
3,val,767,798,14,631,1267,1
3,val,768,550,10,2456,1678,1
3,val,769,660,10,1286,196,1
3,val,770,1353,10,2237,1528,1
3,val,771,2611,10,1279,2432,1
3,val,772,234,11,116,448,1
3,val,773,328,9,777,78,1
3,val,774,194,10,2134,2243,1
3,val,775,494,9,2013,804,1
3,val,776,1420,10,853,218,1
3,val,777,34,10,10,92,1
3,val,778,148,10,1710,14,1
3,val,779,561,10,215,312,1
3,val,780,468,10,1986,768,1
3,val,781,479,9,952,435,1
3,val,782,992,10,1859,105,1
3,val,783,1988,14,1569,1139,1
3,val,784,525,9,756,565,1
3,val,785,461,10,140,2649,1
3,val,786,2001,10,773,18,1
3,val,787,1722,9,1159,1807,1
3,val,788,773,10,1859,31,1
3,val,789,490,9,1270,1658,1
3,val,790,1814,9,1498,83,1
3,val,791,371,10,2260,15,1
3,val,792,315,10,1303,178,1
3,val,793,1319,10,1938,2197,1
3,val,794,336,10,531,639,1
3,val,795,2535,9,147,463,1
3,val,796,1695,9,841,1117,1
3,val,797,2614,9,2030,2099,1
3,val,798,394,10,141,1,1
3,val,799,45,9,2197,5,1
3,val,800,2529,13,999,736,1
3,val,801,746,10,349,1,1
3,val,802,2042,9,1658,1153,1
3,val,803,1538,9,1176,505,1
3,val,804,71,10,99,135,1
3,val,805,541,10,1196,11,1
3,val,806,1773,10,979,1166,1
3,val,807,383,9,547,304,1
3,val,808,2074,10,556,9,1
3,val,809,2364,10,875,1,1
3,val,810,2687,9,2550,2248,1
3,val,811,55,10,148,2,1
3,val,812,1631,9,1180,690,1
3,val,813,230,10,344,26,1
3,val,814,2195,10,1099,1664,1
3,val,815,2069,10,1035,76,1
3,val,816,2664,10,595,1236,1
3,val,817,233,10,234,13,1
3,val,818,662,10,19,154,1
3,val,819,997,11,1620,818,1
3,val,820,480,9,1794,1899,1
3,val,821,454,10,2641,937,1
3,val,822,459,10,2026,4,1
3,val,823,1691,10,371,1,1
3,val,824,1671,10,531,112,1
3,val,825,525,10,1829,6,1
3,val,826,221,10,601,1,1
3,val,827,1161,10,1916,1447,1
3,val,828,417,10,618,4,1
3,val,829,2226,9,263,812,1
3,val,830,2559,10,938,4,1
3,val,831,62,9,2412,968,1
3,val,832,1005,10,809,1980,1
3,val,833,1174,9,1753,1705,1
3,val,834,445,10,277,1689,1
3,val,835,2087,9,1432,1077,1
3,val,836,187,10,1994,51,1
3,val,837,1601,13,68,770,1
3,val,838,1074,9,2580,1527,1
3,val,839,198,10,683,1,1
3,val,840,634,9,2434,1468,1
3,val,841,836,10,1756,522,1
3,val,842,1624,13,62,15,1
3,val,843,652,10,653,5,1
3,val,844,454,10,455,940,1
3,val,845,1494,10,1952,31,1
3,val,846,1325,10,832,33,1
3,val,847,377,9,2589,910,1
3,val,848,1197,9,2419,1998,1
3,val,849,1533,10,1928,967,1
3,val,850,668,10,1008,1512,1
3,val,851,307,10,1755,115,1
3,val,852,429,10,250,1,1
3,val,853,595,10,602,1531,1
3,val,854,1682,9,1184,840,1
3,val,855,54,10,1256,9,1
3,val,856,1199,9,480,488,1
3,val,857,855,10,1171,1622,1
3,val,858,456,13,2616,944,1
3,val,859,479,9,963,235,1
3,val,860,1684,10,435,103,1
3,val,861,32,10,2427,5,1
3,val,862,2543,10,2399,92,1
3,val,863,225,10,2344,1246,1
3,val,864,2381,10,1449,4,1
3,val,865,1505,10,2284,493,1
3,val,866,110,9,881,2254,1
3,val,867,1783,14,330,34,1
3,val,868,2508,10,585,170,1
3,val,869,51,9,1969,1395,1
3,val,870,1306,14,223,478,1
3,val,871,1724,9,2637,367,1
3,val,872,345,10,672,16,1
3,val,873,1933,10,912,2,1
3,val,874,1485,10,29,273,1
3,val,875,2452,9,699,1815,1
3,val,876,2343,13,791,17,1
3,val,877,514,11,2444,230,1
3,val,878,401,9,183,1063,1
3,val,879,1729,9,380,95,1
3,val,880,1707,10,997,1668,1
3,val,881,983,9,312,502,1
3,val,882,620,13,546,40,1
3,val,883,2507,10,1366,660,1
3,val,884,1357,9,371,6,1
3,val,885,881,10,390,1,1
3,val,886,268,10,106,20,1
3,val,887,2144,10,941,1100,1
3,val,888,692,9,114,1883,1
3,val,889,2496,9,687,1289,1
3,val,890,261,10,133,1,1
3,val,891,143,9,659,871,1
3,val,892,1049,9,783,1739,1
3,val,893,88,9,612,860,1
3,val,894,39,10,1705,1029,1
3,val,895,962,10,1826,1828,1
3,val,896,24,10,25,11,1
3,val,897,2604,13,1255,827,1
3,val,898,1596,9,1348,1015,1
3,val,899,2249,10,2250,1140,1
3,val,900,853,10,1420,61,1
3,val,901,2220,10,2056,1915,1
3,val,902,344,9,103,1813,1
3,val,903,888,9,2231,2044,1
3,val,904,1347,9,595,1281,1
3,val,905,366,10,39,2,1
3,val,906,1186,9,1165,418,1
3,val,907,673,10,674,1590,1
3,val,908,1611,10,1402,14,1
3,val,909,1199,9,528,1621,1
3,val,910,1857,10,1104,91,1
3,val,911,545,9,1266,2028,1
3,val,912,1,9,2695,2272,1
3,val,913,2458,13,868,2342,1
3,val,914,158,10,1654,856,1
3,val,915,939,10,940,28,1
3,val,916,453,10,192,1,1
3,val,917,336,10,115,9,1
3,val,918,1631,9,450,948,1
3,val,919,2525,10,1367,102,1
3,val,920,2304,9,239,2726,1
3,val,921,83,10,713,1631,1
3,val,922,1906,11,569,3,1
3,val,923,29,10,1191,1,1
3,val,924,2256,9,112,1076,1
3,val,925,1299,10,1494,1075,1
3,val,926,583,10,1753,752,1
3,val,927,586,10,2185,16,1
3,val,928,2301,10,1281,43,1
3,val,929,212,10,1259,512,1
3,val,930,991,10,971,2,1
3,val,931,469,10,85,1424,1
3,val,932,357,9,2514,2301,1
3,val,933,1814,10,986,18,1
3,val,934,971,10,1367,1,1
3,val,935,1060,10,401,6,1
3,val,936,2658,9,2549,633,1
3,val,937,1620,11,1621,960,1
3,val,938,2146,13,474,205,1
3,val,939,371,9,2564,1516,1
3,val,940,141,9,2608,2525,1
3,val,941,25,10,1609,1,1
3,val,942,1199,9,1974,2380,1
3,val,943,2122,10,2624,111,1
3,val,944,1217,9,2338,977,1
3,val,945,383,9,339,27,1
3,val,946,2013,10,2207,2148,1
3,val,947,115,10,116,2063,1
3,val,948,2369,10,2370,1000,1
3,val,949,328,10,1574,1703,1
3,val,950,472,14,717,1819,1
3,val,951,960,10,1566,132,1
3,val,952,1373,14,807,2006,1
3,val,953,2056,10,2220,1529,1
3,val,954,2489,10,2008,5,1
3,val,955,598,10,1057,5,1
3,val,956,146,10,147,2157,1
3,val,957,1732,9,2547,1637,1
3,val,958,189,10,1037,2403,1
3,val,959,1708,10,1489,5,1
3,val,960,1523,10,826,111,1
3,val,961,81,11,719,118,1
3,val,962,1029,10,1030,293,1
3,val,963,687,10,1992,1295,1
3,val,964,2181,10,936,1558,1
3,val,965,1066,9,2644,12,1
3,val,966,551,10,1939,457,1
3,val,967,2607,10,1054,8,1
3,val,968,1284,10,1024,1,1
3,val,969,2223,13,791,16,1
3,val,970,2132,10,1092,7,1
3,val,971,2020,10,598,4,1
3,val,972,388,10,1065,62,1
3,val,973,1620,11,997,2053,1
3,val,974,2401,10,146,1710,1
3,val,975,971,14,689,2270,1
3,val,976,1358,9,2388,743,1
